funded_amnt,emp_length,home_ownership,annual_inc,last_pymnt_amnt,mort_acc,int_rate,mo_sin_old_rev_tl_op,avg_cur_bal,acc_open_past_24mths,num_sats,loan_status
14950,10+ years,MORTGAGE,68000,14580.13,2,18.99,125,10633,8,11,Fully Paid
15000,10+ years,MORTGAGE,154000,14132.41,5,12.88,250,31279,7,20,Fully Paid
7000,2 years,MORTGAGE,30100,2571.89,5,16.59,244,9393,5,13,Fully Paid
15000,10+ years,RENT,35300,369.49,0,16.59,377,4177,2,9,Current
35000,4 years,RENT,98000,1177.11,1,12.88,209,12855,3,11,Fully Paid
8000,,MORTGAGE,58000,7075.32,6,8.49,435,28044,11,11,Fully Paid
20000,8 years,MORTGAGE,40000,664.2,0,11.99,137,1355,18,18,Charged Off
14375,< 1 year,MORTGAGE,80000,14523.7,1,19.89,146,14982,6,15,Fully Paid
21000,< 1 year,MORTGAGE,85000,10720.67,3,9.17,144,15270,5,16,Fully Paid
3700,10+ years,OWN,65000,124.2,0,12.88,226,2134,4,17,Fully Paid
8400,10+ years,RENT,85000,282.79,0,9.17,121,1774,9,23,Charged Off
7200,1 year,RENT,22000,1395.58,0,11.48,196,1430,6,10,Fully Paid
16800,8 years,MORTGAGE,85400,13994.4,2,8.49,113,21702,5,10,Fully Paid
9000,7 years,MORTGAGE,150000,6814.82,7,5.32,346,1211,4,4,Fully Paid
6000,6 years,MORTGAGE,43700,1394.73,1,13.99,130,6451,8,20,Fully Paid
34000,7 years,RENT,76497,6541.67,0,10.78,243,11629,0,4,Fully Paid
20000,10+ years,MORTGAGE,67000,444.79,5,11.99,232,39295,1,5,Current
16000,10+ years,MORTGAGE,91000,538.18,4,12.88,145,29050,13,14,Charged Off
11200,10+ years,MORTGAGE,70000,353.29,3,8.49,228,42104,3,9,Fully Paid
21000,10+ years,MORTGAGE,95000,538.88,2,18.49,45,19195,13,19,Current
16000,10+ years,MORTGAGE,65000,363.07,0,12.88,181,4692,3,23,Current
6000,10+ years,MORTGAGE,50000,5304.94,2,7.91,429,18001,3,8,Fully Paid
9100,4 years,RENT,84000,2198.15,0,6.49,100,7647,7,12,Fully Paid
10000,10+ years,MORTGAGE,60000,5579.98,4,6.99,246,19899,2,18,Fully Paid
28000,3 years,MORTGAGE,135000,668.57,3,10.78,235,28533,4,13,Late (31-120 days)
30000,1 year,MORTGAGE,115000,924.87,4,27.49,170,23087,9,14,Charged Off
8450,10+ years,RENT,37380,2939.2,2,11.99,155,1049,2,6,Fully Paid
8775,10+ years,RENT,75000,8717.1,0,22.45,102,4712,18,14,Fully Paid
6000,5 years,MORTGAGE,72000,360.88,5,5.32,368,14976,2,11,Fully Paid
10000,10+ years,MORTGAGE,75000,8758.05,3,5.32,146,18632,4,10,Fully Paid
10000,4 years,RENT,128000,350.44,0,15.77,96,4651,5,18,Charged Off
7200,3 years,RENT,22000,3093.7,0,17.27,175,3479,5,10,Fully Paid
20000,5 years,OWN,75000,13326.69,5,14.85,284,24659,5,16,Fully Paid
20000,2 years,RENT,95750,637.58,0,9.17,38,7972,11,11,Charged Off
5000,8 years,MORTGAGE,130000,2557.35,4,5.32,163,76289,6,9,Fully Paid
15000,< 1 year,MORTGAGE,35179,317.24,1,9.8,185,11314,5,19,Charged Off
23950,3 years,RENT,160000,100,7,17.97,238,10118,10,14,Charged Off
15000,10+ years,MORTGAGE,160000,5634.68,5,10.78,113,19943,7,13,Fully Paid
2250,< 1 year,MORTGAGE,60000,1575.63,1,8.49,74,14346,3,13,Fully Paid
14000,1 year,MORTGAGE,40000,474.59,2,13.44,291,2445,6,14,Fully Paid
14000,2 years,RENT,80000,470.91,0,12.88,106,637,9,11,Charged Off
18000,3 years,MORTGAGE,83000,497.74,6,7.49,204,14581,2,17,Fully Paid
12000,3 years,MORTGAGE,72500,9237,2,5.32,233,34921,6,10,Fully Paid
5600,10+ years,OWN,46000,3362.68,1,10.78,132,36228,4,7,Fully Paid
35000,1 year,RENT,83000,1248.88,0,16.59,124,10659,6,16,Fully Paid
8000,3 years,RENT,43500,307,0,12.88,105,1954,7,11,Charged Off
2400,3 years,RENT,26000,61.78,0,13.44,49,1840,5,7,Fully Paid
35000,< 1 year,MORTGAGE,98000,1252.26,6,17.27,356,18552,15,18,Fully Paid
35000,10+ years,MORTGAGE,140000,757.16,8,10.78,203,52671,2,9,Current
7000,10+ years,OWN,55000,235.17,0,12.88,331,13019,1,4,Fully Paid
8000,2 years,OWN,23200,265.52,0,11.99,109,1443,5,12,Fully Paid
6125,4 years,RENT,70000,52.76,1,17.27,130,4529,6,9,Fully Paid
10400,10+ years,MORTGAGE,150000,564.21,2,13.44,297,10990,14,23,Charged Off
30000,5 years,MORTGAGE,134000,16060.01,3,7.91,342,21343,7,12,Fully Paid
4000,5 years,MORTGAGE,30000,1757.39,0,14.85,257,534,10,11,Fully Paid
10000,10+ years,MORTGAGE,125000,4627.09,4,10.78,184,20137,8,19,Fully Paid
16000,< 1 year,MORTGAGE,50000,9899.41,2,7.91,112,13268,2,9,Fully Paid
24000,10+ years,MORTGAGE,67000,599.96,3,17.27,299,22881,5,12,Charged Off
19225,< 1 year,MORTGAGE,56600,586.93,0,26.99,308,4243,5,8,Charged Off
13000,5 years,MORTGAGE,130000,295,1,12.88,133,20142,6,11,Charged Off
16800,7 years,MORTGAGE,52000,350.13,1,9.17,120,11053,2,14,Current
2000,3 years,OWN,35037,61.25,2,6.49,125,14368,5,9,Fully Paid
19200,< 1 year,MORTGAGE,50000,577.97,0,5.32,168,6311,0,4,Fully Paid
10000,10+ years,RENT,140000,5911.92,1,13.44,129,24851,8,12,Fully Paid
35000,4 years,MORTGAGE,165000,2188.83,0,7.91,225,4095,6,20,Fully Paid
15000,10+ years,MORTGAGE,60000,504.23,8,12.88,133,25074,6,9,Fully Paid
35000,< 1 year,RENT,84468,21917.85,1,15.77,253,6757,6,12,Fully Paid
18000,< 1 year,RENT,55000,563.63,0,8.49,115,4415,4,14,Fully Paid
8000,6 years,RENT,40000,257.39,0,9.8,54,1425,9,19,Charged Off
15000,10+ years,OWN,50000,13913.1,0,12.88,373,10698,4,9,Fully Paid
17400,10+ years,MORTGAGE,175000,12273.95,5,8.49,193,52600,7,6,Fully Paid
35000,10+ years,MORTGAGE,156000,19264.09,4,11.99,145,38844,0,11,Fully Paid
12000,3 years,RENT,100000,382.42,0,9.17,64,3790,3,11,Fully Paid
24000,10+ years,RENT,66000,12281.6,2,9.17,259,5023,5,26,Fully Paid
8000,5 years,OWN,66500,2910.62,1,7.91,155,5086,3,10,Fully Paid
16775,1 year,MORTGAGE,74000,15187.95,7,19.89,204,23113,8,16,Fully Paid
8000,3 years,MORTGAGE,48000,1488.73,2,8.49,174,30843,2,4,Fully Paid
21000,< 1 year,MORTGAGE,100000,16598.18,5,10.78,259,2726,9,24,Fully Paid
20000,2 years,MORTGAGE,150000,459.58,4,13.44,144,41263,1,7,Current
10000,< 1 year,MORTGAGE,113000,8686.53,3,12.88,94,32478,4,12,Fully Paid
6000,< 1 year,MORTGAGE,81120,1291.84,2,7.91,184,21145,3,10,Fully Paid
6000,,MORTGAGE,54744,27.49,3,18.49,46,46942,7,7,Fully Paid
8400,< 1 year,RENT,80000,8524.84,0,11.48,78,2180,10,12,Fully Paid
10000,10+ years,RENT,33000,6039.47,0,12.88,317,2659,1,8,Fully Paid
6000,2 years,OWN,72000,3240.43,0,9.17,145,528,5,9,Fully Paid
20000,10+ years,RENT,70000,6735.02,0,8.49,198,10741,1,3,Fully Paid
4600,,RENT,14688,304.07,2,11.99,139,1440,3,10,Fully Paid
20000,10+ years,MORTGAGE,50000,715.51,4,17.27,119,11569,4,11,Fully Paid
15000,2 years,RENT,48112,477.93,0,9.17,170,2758,2,12,Fully Paid
12000,4 years,MORTGAGE,40000,3494.09,2,12.88,78,18383,5,13,Fully Paid
5000,10+ years,OWN,75000,4090.09,1,10.78,228,4340,8,13,Fully Paid
6000,< 1 year,MORTGAGE,57000,390.07,1,10.78,150,21609,3,12,Fully Paid
10050,10+ years,RENT,34000,251.23,2,17.27,299,1261,2,5,Current
6000,10+ years,RENT,43000,4132.68,0,5.32,105,3468,5,8,Fully Paid
28000,10+ years,RENT,84000,749.65,0,20.5,194,5717,5,22,Charged Off
15000,3 years,OWN,81000,451.41,1,5.32,362,4952,4,14,Fully Paid
10500,10+ years,MORTGAGE,168400,331.03,5,8.49,193,7771,4,18,Fully Paid
10000,3 years,MORTGAGE,34000,338.75,1,13.44,48,5022,11,17,Fully Paid
3600,< 1 year,MORTGAGE,62000,3362.06,1,7.49,112,10153,8,21,Fully Paid
10000,10+ years,MORTGAGE,72000,331.3,3,11.48,200,32362,6,13,Fully Paid
30000,10+ years,RENT,115000,18655.79,5,8.49,170,1695,4,23,Fully Paid
8000,2 years,RENT,35000,3041.24,0,11.99,193,635,2,10,Fully Paid
15000,1 year,MORTGAGE,55000,387.96,0,16.59,117,1694,2,13,Charged Off
21600,2 years,MORTGAGE,60000,10420.2,1,8.49,97,13210,2,10,Fully Paid
12000,10+ years,MORTGAGE,105000,2632.94,4,9.17,283,20214,8,12,Fully Paid
28000,8 years,MORTGAGE,102000,5185.3,3,7.91,442,6252,4,24,Fully Paid
6400,10+ years,RENT,33000,2411.52,1,11.48,150,2657,4,9,Fully Paid
15000,10+ years,RENT,48000,477.93,0,9.17,310,1717,1,10,Fully Paid
13000,2 years,RENT,70000,8034.84,0,7.91,77,10034,8,10,Fully Paid
10000,3 years,RENT,80000,340.61,3,13.44,114,5274,8,9,Fully Paid
24800,10+ years,MORTGAGE,95000,21278.15,4,7.91,281,16462,4,14,Fully Paid
12000,10+ years,OWN,56000,259.6,0,10.78,105,6056,4,7,Charged Off
10800,9 years,MORTGAGE,96000,221.53,4,8.49,110,13614,7,17,Late (31-120 days)
15000,1 year,MORTGAGE,65000,15208.44,1,11.99,136,25762,2,9,Fully Paid
24000,3 years,MORTGAGE,120000,17199.22,1,5.32,135,39221,3,13,Fully Paid
2000,10+ years,OWN,75600,67.49,4,13.44,243,32383,4,5,Fully Paid
22600,3 years,MORTGAGE,53867,44.1,0,15.77,90,6187,10,33,Fully Paid
13500,10+ years,RENT,50000,523.5,0,23.13,38,1549,13,17,Charged Off
6000,10+ years,MORTGAGE,66000,195.81,1,10.78,337,26129,4,11,Charged Off
20000,10+ years,MORTGAGE,84000,422.98,4,9.8,177,11839,5,12,Current
5000,10+ years,OWN,55000,152.92,0,6.49,96,6262,4,9,Fully Paid
20000,10+ years,MORTGAGE,100000,4.32,2,7.49,197,28481,1,9,Fully Paid
12000,10+ years,MORTGAGE,103000,1.16,2,9.8,263,8582,3,11,Fully Paid
32000,10+ years,MORTGAGE,107000,20260.34,8,11.48,214,16468,5,12,Fully Paid
15200,10+ years,OWN,69998,353.6,1,13.99,121,4227,5,7,Charged Off
12500,< 1 year,MORTGAGE,60000,2.71,1,11.99,116,4519,3,5,Fully Paid
21000,4 years,MORTGAGE,81000,21293.03,2,10.78,94,14301,10,12,Fully Paid
16000,3 years,RENT,35000,504.87,0,8.49,116,2823,3,10,Fully Paid
24650,10+ years,MORTGAGE,100000,14225.21,5,11.48,332,21103,2,11,Fully Paid
11000,3 years,MORTGAGE,77000,1026.03,3,7.91,117,9348,5,11,Fully Paid
22400,10+ years,RENT,70000,18520.11,0,14.85,155,5794,5,10,Fully Paid
15125,10+ years,MORTGAGE,61000,388.12,1,18.49,34,9221,13,15,Charged Off
8725,10+ years,MORTGAGE,60000,289.76,4,11.99,197,20295,4,9,Late (31-120 days)
8000,10+ years,MORTGAGE,63800,3143.7,2,7.91,294,16018,4,11,Fully Paid
8000,2 years,RENT,52000,1262.65,2,9.17,142,1179,1,4,Fully Paid
11000,2 years,RENT,42240,380.12,0,14.85,59,1348,4,13,Fully Paid
11725,5 years,MORTGAGE,82000,304.09,3,18.99,130,51342,2,10,Current
28500,< 1 year,MORTGAGE,70000,20192.2,0,18.99,79,3220,6,16,Fully Paid
25000,5 years,OWN,120000,765.77,1,6.49,348,12834,3,17,Fully Paid
7000,5 years,RENT,70000,142.84,0,9.17,96,1450,3,13,Fully Paid
12000,< 1 year,MORTGAGE,100000,2821.77,0,9.8,183,7112,10,10,Fully Paid
20000,10+ years,OWN,40000,410.24,3,8.49,174,11132,8,16,Current
5875,10+ years,RENT,56000,2130.68,0,15.77,12,8142,5,5,Fully Paid
18000,10+ years,RENT,145000,10386.23,5,18.49,189,3972,7,26,Fully Paid
28000,1 year,MORTGAGE,160000,60.45,6,7.91,291,57587,8,16,Fully Paid
35000,10+ years,RENT,205000,34484.92,2,9.8,513,5225,5,10,Fully Paid
31800,< 1 year,MORTGAGE,65000,29287.7,7,16.59,129,12610,2,12,Fully Paid
25000,10+ years,MORTGAGE,105000,13961.76,4,17.97,149,14009,6,10,Fully Paid
16000,6 years,RENT,54000,23.29,0,17.27,104,5438,10,10,Fully Paid
25000,10+ years,OWN,82000,540.83,0,10.78,228,6386,3,8,Current
35000,5 years,MORTGAGE,139000,29152.85,5,16.59,77,43792,8,10,Fully Paid
18000,1 year,OWN,60000,563.31,1,7.91,90,22679,8,12,Charged Off
10000,< 1 year,MORTGAGE,55500,3910.18,2,7.49,154,24666,4,8,Fully Paid
8000,2 years,RENT,53040,2465.78,0,14.85,129,1562,10,12,Fully Paid
12000,10+ years,MORTGAGE,75000,275.75,2,13.44,213,18833,4,11,Current
15000,,MORTGAGE,75000,8262.68,4,5.32,569,31713,5,11,Fully Paid
20000,4 years,MORTGAGE,155000,12275.48,3,11.99,253,36875,5,17,Fully Paid
14000,10+ years,MORTGAGE,80000,14190.96,4,19.89,148,12429,4,13,Fully Paid
20500,,RENT,77700,14903.13,0,8.49,200,2425,12,16,Fully Paid
4700,4 years,MORTGAGE,88000,160.27,3,13.99,173,51325,4,6,Fully Paid
28000,4 years,MORTGAGE,76008,15787.84,1,9.17,243,2249,4,18,Fully Paid
12000,10+ years,MORTGAGE,71000,7101.01,5,7.91,315,12568,11,26,Fully Paid
7200,< 1 year,RENT,42500,5416.63,0,7.91,177,910,1,10,Fully Paid
11000,,OWN,33000,342.03,0,7.49,384,1456,7,26,Fully Paid
11000,5 years,MORTGAGE,52000,255.9,0,13.99,55,1257,2,8,Charged Off
3500,1 year,MORTGAGE,45000,114.74,2,9.8,265,6322,3,30,Fully Paid
23850,3 years,OWN,111000,23773.45,0,13.44,132,3173,6,24,Fully Paid
3600,3 years,RENT,70000,0.73,0,15.77,134,3681,3,12,Fully Paid
15000,2 years,RENT,54000,469.43,0,7.91,104,4097,2,5,Current
16500,10+ years,MORTGAGE,76000,11821.39,0,11.99,62,605,6,12,Fully Paid
8275,,MORTGAGE,55000,1845.03,4,10.78,295,29752,3,10,Fully Paid
35000,< 1 year,MORTGAGE,80000,1252.27,1,17.27,312,6209,4,9,Fully Paid
20000,< 1 year,MORTGAGE,106000,737.93,2,5.32,153,28693,3,14,Fully Paid
22800,6 years,MORTGAGE,76000,686.5,3,5.32,192,7514,5,12,Fully Paid
10000,4 years,OWN,35000,315.59,1,8.49,253,3194,5,12,Fully Paid
19000,10+ years,MORTGAGE,155000,7512.72,4,10.78,147,9881,4,7,Fully Paid
18000,5 years,MORTGAGE,92000,369.22,3,8.49,199,73920,3,4,Current
6000,2 years,RENT,40000,212.7,0,16.59,16,685,5,6,Charged Off
35000,10+ years,MORTGAGE,105000,8412.73,3,16.59,264,18328,3,15,Fully Paid
6000,10+ years,MORTGAGE,210000,4168.36,2,13.99,79,47158,7,9,Fully Paid
16000,< 1 year,RENT,52000,546.77,0,13.99,243,3819,6,15,Charged Off
5000,,RENT,19000,177.03,0,16.59,39,673,5,6,Fully Paid
3000,1 year,RENT,54000,120,0,18.49,198,2942,4,46,Charged Off
20000,10+ years,OWN,120000,691.84,6,14.85,326,33610,5,11,Charged Off
24000,6 years,MORTGAGE,43435,417.35,1,23.13,209,14017,6,13,Fully Paid
20000,10+ years,MORTGAGE,106000,1.37,4,7.49,103,17605,4,17,Fully Paid
8000,< 1 year,RENT,65000,2.35,1,9.17,237,8543,3,13,Fully Paid
5000,< 1 year,RENT,47000,1755.7,0,12.88,152,5402,5,17,Fully Paid
20000,10+ years,MORTGAGE,135000,1203.28,7,5.32,405,28718,6,14,Fully Paid
5000,6 years,RENT,110000,169.41,2,13.44,260,2178,7,28,Fully Paid
30425,9 years,MORTGAGE,69201,804.22,5,19.89,188,16896,2,16,Current
12000,5 years,RENT,29500,7918.48,0,10.78,107,1589,3,8,Fully Paid
19675,< 1 year,MORTGAGE,86000,15973.26,1,21.48,89,28477,5,7,Fully Paid
24000,3 years,OWN,125000,772.17,0,9.8,151,2179,8,24,Charged Off
12000,2 years,MORTGAGE,85000,786.81,4,10.78,188,10234,7,18,Fully Paid
12000,4 years,OWN,45000,4351.38,1,5.32,341,6125,2,7,Fully Paid
28000,2 years,MORTGAGE,112000,14945.4,2,7.91,141,104652,1,5,Fully Paid
14000,7 years,RENT,105000,10731.88,0,10.78,112,6941,2,11,Fully Paid
9975,9 years,OWN,31200,386.61,0,23.13,415,2502,1,10,Fully Paid
10000,8 years,RENT,72000,191.23,0,5.32,66,11390,6,13,Fully Paid
3600,5 years,MORTGAGE,34000,119.04,0,13.99,247,3242,5,11,Fully Paid
27850,10+ years,MORTGAGE,55702,27193.87,1,24.24,197,17084,4,10,Fully Paid
14000,4 years,MORTGAGE,175000,450.31,5,9.8,192,22277,2,19,Fully Paid
12475,2 years,OWN,26000,7226.83,0,5.32,88,3337,0,6,Fully Paid
24000,1 year,MORTGAGE,96000,14284.88,2,13.44,71,16991,7,13,Fully Paid
22400,3 years,RENT,96000,524.89,3,14.85,110,7006,5,10,Fully Paid
26000,6 years,MORTGAGE,124400,6626.93,6,6.49,124,59448,6,8,Fully Paid
25000,,OWN,50000,24589.89,5,13.44,245,1332,7,11,Fully Paid
14000,10+ years,MORTGAGE,130000,9110.32,5,9.8,203,24717,1,14,Fully Paid
10000,8 years,OWN,52600,4724.35,0,6.49,146,682,5,12,Fully Paid
18300,10+ years,MORTGAGE,118000,450.78,2,16.59,169,15453,12,22,Current
11550,,MORTGAGE,28948.92,2059.57,2,18.99,169,8199,2,9,Fully Paid
14000,6 years,MORTGAGE,100200,2143.17,9,6.99,261,33360,3,11,Fully Paid
9000,10+ years,MORTGAGE,90000,6050.46,3,7.91,161,1071,9,11,Fully Paid
8000,3 years,RENT,38000,260.95,1,10.78,169,2355,5,13,Fully Paid
11000,2 years,MORTGAGE,60000,1596.04,0,7.91,162,7438,2,16,Fully Paid
11200,2 years,MORTGAGE,82500,205.22,4,5.32,382,20085,3,8,Fully Paid
21000,2 years,MORTGAGE,75000,482.56,1,13.44,133,5699,11,25,Charged Off
35000,10+ years,RENT,130000,24964.77,0,11.99,223,3958,9,15,Fully Paid
20000,3 years,MORTGAGE,64000,1225.38,2,13.44,74,19304,5,9,Fully Paid
24000,10+ years,MORTGAGE,105000,5081.44,2,6.49,181,43828,1,7,Fully Paid
19800,3 years,RENT,45000,9288.35,0,11.99,140,1612,4,12,Fully Paid
30000,9 years,RENT,84000,1059.54,0,12.88,163,5204,7,8,Charged Off
28000,3 years,MORTGAGE,205200,867.94,6,5.32,427,45878,6,16,Fully Paid
13475,6 years,MORTGAGE,62000,331.93,2,16.59,193,10654,10,21,Current
27300,4 years,MORTGAGE,65000,23222.79,3,17.97,173,31809,3,9,Fully Paid
10000,9 years,RENT,62000,232.64,0,13.99,615,7607,8,13,Current
24000,10+ years,RENT,73000,544.61,0,12.88,68,6034,1,8,Charged Off
1450,2 years,MORTGAGE,35000,46,1,9.17,114,4689,4,6,Fully Paid
4000,2 years,MORTGAGE,47500,1485.24,1,9.8,93,23913,6,12,Fully Paid
1000,10+ years,RENT,86000,604.43,0,11.48,119,4313,3,10,Fully Paid
24950,5 years,MORTGAGE,65000,4017.23,2,10.78,368,6493,4,15,Fully Paid
25000,10+ years,MORTGAGE,300000,5934.55,1,5.32,269,49664,6,10,Fully Paid
6000,10+ years,MORTGAGE,250000,5745.06,5,7.91,277,37822,4,15,Fully Paid
21000,< 1 year,MORTGAGE,110000,669.46,0,9.17,217,4686,7,14,Charged Off
2950,,MORTGAGE,22000,97.9,2,11.99,49,5763,5,8,Fully Paid
33100,10+ years,MORTGAGE,72000,50,0,24.24,204,6773,3,11,Charged Off
6000,10+ years,MORTGAGE,120000,214.43,1,17.27,117,5022,11,16,Fully Paid
14400,5 years,RENT,96200,380.64,0,19.89,211,837,14,19,Current
10500,1 year,RENT,28832,308.41,0,17.97,294,2347,5,10,Charged Off
12000,5 years,OWN,35000,398.28,1,11.99,107,21167,2,7,Fully Paid
20000,10+ years,MORTGAGE,120000,617.09,10,6.99,340,50596,3,11,Fully Paid
10000,1 year,MORTGAGE,150000,3475.21,1,19.48,183,13005,5,10,Fully Paid
35000,< 1 year,MORTGAGE,110000,917.19,2,19.48,137,51860,5,10,Current
9525,6 years,MORTGAGE,55000,325.5,3,13.99,122,17713,9,18,Charged Off
20000,2 years,MORTGAGE,187000,11599.2,4,5.32,180,30531,2,19,Fully Paid
14450,7 years,MORTGAGE,116300,13691.94,6,11.48,156,52039,2,4,Fully Paid
21600,3 years,MORTGAGE,120000,1333.42,5,6.99,303,15010,10,18,Fully Paid
12600,1 year,RENT,73000,776.33,0,6.99,279,2900,0,3,Fully Paid
35000,10+ years,MORTGAGE,120000,846.87,2,15.77,169,22828,3,14,Current
14800,7 years,RENT,48000,518.65,0,15.77,28,3584,11,17,Charged Off
20000,1 year,RENT,53000,678.13,0,13.44,121,1651,8,13,Charged Off
9600,10+ years,RENT,110000,5548.36,1,11.48,335,4003,4,7,Fully Paid
11900,3 years,MORTGAGE,34000,429.79,2,17.97,271,2548,6,10,Fully Paid
20800,< 1 year,RENT,60000,19490.84,0,18.99,111,4490,7,15,Fully Paid
30000,10+ years,MORTGAGE,70000,203.15,2,10.78,210,15474,3,11,Charged Off
12000,3 years,OWN,31200,385.69,1,9.8,111,2559,4,8,Fully Paid
5000,2 years,MORTGAGE,85000,2742.11,6,11.48,301,50544,2,5,Fully Paid
15000,2 years,RENT,45500,380.66,0,17.97,209,2953,18,13,Charged Off
18900,5 years,RENT,45000,11057.52,0,12.88,170,7084,1,14,Fully Paid
5000,10+ years,MORTGAGE,67000,156.25,5,7.91,118,4714,5,34,Fully Paid
19850,7 years,RENT,85005,14602.2,0,10.78,115,2286,7,14,Fully Paid
8000,2 years,MORTGAGE,80000,4145.05,0,13.99,167,5030,8,11,Fully Paid
20000,4 years,MORTGAGE,100000,11212.44,3,16.59,122,31348,4,12,Fully Paid
20000,10+ years,OWN,60000,465.27,1,13.99,168,12265,8,14,Charged Off
18000,7 years,RENT,50000,475.79,0,19.89,194,1836,3,6,Current
28000,8 years,RENT,93000,22366.93,0,22.45,97,2983,8,14,Fully Paid
12000,3 years,RENT,50000,1153.49,0,13.99,153,4863,11,13,Fully Paid
15000,4 years,RENT,52500,482.22,3,9.8,146,1307,2,8,Fully Paid
30000,3 years,MORTGAGE,130000,933,2,7.49,344,41294,5,10,Fully Paid
17000,5 years,MORTGAGE,98000,6003.53,4,5.32,177,25541,2,9,Fully Paid
12000,10+ years,MORTGAGE,67894,266.88,3,11.99,335,32064,4,11,Current
15750,8 years,RENT,50000,13212.09,0,16.59,155,5224,3,18,Fully Paid
5000,10+ years,OWN,55000,488.46,0,10.78,144,5376,3,9,Fully Paid
24000,10+ years,MORTGAGE,115000,15566.03,2,13.99,253,41133,6,11,Fully Paid
15000,10+ years,RENT,45000,7282.27,1,9.17,262,5060,2,6,Fully Paid
30000,10+ years,MORTGAGE,70000,23530.56,2,13.44,231,13403,4,12,Fully Paid
4200,10+ years,MORTGAGE,90000,2240.87,7,7.49,172,28036,8,15,Fully Paid
24000,3 years,MORTGAGE,93000,492.29,3,8.49,191,8334,8,24,Current
6025,7 years,RENT,25000,290.41,0,11.99,37,1626,3,3,Fully Paid
12250,< 1 year,MORTGAGE,110000,255.31,2,9.17,192,53566,1,8,Current
14850,10+ years,MORTGAGE,45000,381.07,1,18.49,198,11544,9,13,Charged Off
10000,10+ years,MORTGAGE,106000,915.73,6,6.49,366,31685,2,17,Fully Paid
20000,5 years,MORTGAGE,170000,528.66,4,19.89,138,31077,5,14,Current
10000,2 years,MORTGAGE,105000,346.15,1,11.48,328,10227,3,11,Charged Off
35000,1 year,MORTGAGE,240000,1177.11,5,12.88,234,50231,3,10,Fully Paid
15000,< 1 year,RENT,89000,504.55,1,12.88,113,3623,6,27,Charged Off
5000,8 years,RENT,60000,165.95,0,11.99,129,1721,9,13,Fully Paid
11000,3 years,RENT,65000,1434.29,0,13.99,156,3074,8,13,Fully Paid
5500,2 years,MORTGAGE,101000,3585.38,1,15.77,67,44779,5,14,Fully Paid
2500,< 1 year,MORTGAGE,50400,2179.55,2,11.99,131,39479,6,5,Fully Paid
21150,5 years,MORTGAGE,52000,740.81,3,15.77,212,22769,9,10,Fully Paid
20000,1 year,RENT,185000,659.33,0,11.48,188,3818,5,17,Fully Paid
5875,3 years,RENT,25200,1138.43,0,11.48,50,445,6,10,Fully Paid
24000,10+ years,RENT,107000,5143.4,0,7.49,377,3463,2,13,Fully Paid
12000,1 year,RENT,46000,386.09,2,9.8,215,8646,5,19,Charged Off
19200,10+ years,OWN,113000,497.96,6,18.99,174,26956,7,16,Charged Off
8000,,MORTGAGE,50000,7571.27,3,13.99,355,36783,5,7,Fully Paid
35000,< 1 year,RENT,76000,925.15,0,19.89,82,13767,1,4,Current
28000,8 years,MORTGAGE,105000,13492.2,1,15.77,135,16625,15,13,Fully Paid
13500,10+ years,RENT,77000,440.57,0,10.78,91,11501,2,8,Charged Off
27825,10+ years,MORTGAGE,73000,659.77,9,14.85,271,16361,3,18,Current
11000,10+ years,MORTGAGE,125000,346.87,4,8.49,320,36079,2,8,Fully Paid
15000,3 years,MORTGAGE,46000,14.28,1,10.78,237,8522,8,23,Fully Paid
20000,3 years,RENT,95000,643.36,0,9.8,175,3722,4,17,Fully Paid
28000,10+ years,MORTGAGE,110000,663.92,3,14.85,237,31108,12,10,Late (31-120 days)
35000,10+ years,OWN,173000,3353.27,5,9.8,406,26144,6,17,Fully Paid
24000,< 1 year,OWN,72219,580.71,1,15.77,395,1118,9,19,Current
10000,,OWN,28600,278.76,0,22.45,158,600,12,12,Current
35000,2 years,MORTGAGE,80000,769.39,2,11.48,140,54525,5,10,Current
25000,1 year,MORTGAGE,80000,660.82,5,19.89,173,76143,2,9,Current
10000,10+ years,MORTGAGE,55000,8662.53,3,11.48,152,11712,4,12,Fully Paid
9000,2 years,MORTGAGE,105000,4847.86,2,9.17,192,19030,2,19,Fully Paid
25000,10+ years,MORTGAGE,100000,641.52,2,18.49,132,34068,2,7,Current
8400,3 years,RENT,51000,297.78,0,16.59,116,1780,8,10,Charged Off
20000,10+ years,RENT,65000,672.45,2,12.88,179,5380,2,8,Fully Paid
22500,10+ years,MORTGAGE,93000,16158.81,2,7.91,255,34625,1,13,Fully Paid
20000,10+ years,MORTGAGE,43000,444.79,1,11.99,136,4875,4,5,Current
20000,8 years,RENT,137000,20.47,1,18.49,162,3660,14,16,Fully Paid
21000,5 years,MORTGAGE,63000,4.86,0,11.99,170,2692,6,15,Fully Paid
18700,< 1 year,MORTGAGE,55000,17172.47,6,13.99,462,11662,6,19,Fully Paid
35000,2 years,MORTGAGE,175000,20343.31,0,11.99,286,23815,6,21,Fully Paid
21000,10+ years,MORTGAGE,85000,6322.16,7,6.99,311,19321,3,15,Fully Paid
30000,5 years,MORTGAGE,106000,13282.21,2,13.44,92,12789,11,19,Fully Paid
14000,,MORTGAGE,124596,496.11,6,16.59,219,30609,6,22,Fully Paid
30000,1 year,MORTGAGE,60000,689.37,2,13.44,302,12025,2,18,Current
